//npc_monster.txt¢IAthena 2006/05/31 19:42:58 (JST)

//ª±¨ã¤ÀÃþ³õ(xmas_dun02.gat)
//xmas_dun02.gat,0,0,0,0	monster	²¢»æ¤H	1246,20,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	ª±¨ã¤h§L	1248,35,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¨¸´cÂ§²°	1249,50,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¦B¼ÉÃM¤h	1251,1,3600000,1800000,0
//xmas_dun02.gat,0,0,0,0	monster	ºñ»æ¤H	1265,20,0,0,0
//xmas_dun02.gat,0,0,0,0	monster	¥d­ÛÄ_Ä_	1515,1,1800000,900000,0

//ª±¨ã¤u¼t­Ü®w(xmas_dun01.gat)
//xmas_dun01.gat,0,0,0,0	monster	ªi§Q	1002,10,0,0,0
//xmas_dun01.gat,0,0,0,0	monster	ªiªi§Q	1031,20,0,0,0
//xmas_dun01.gat,0,0,0,0	monster	ªi§Q¤§¤ý	1090,1,1800000,900000,0
orcsdun01.gat,0,0,0,0	monster	¨¸ÀeÃ~¤H	1152,10,30000,60000,0
orcsdun01.gat,0,0,0,0	monster	Ã~¤H»G«Í	1153,70,3000,5000,0
orcsdun01.gat,75,55,5,5	monster	¥Õ¯ó	1082,2,180000,90000,0
orcsdun01.gat,60,70,10,10	monster	¥Õ¯ó	1082,3,180000,90000,0

//Ã~¤H¦a¤U¬}¸](orcsdun02.gat)
orcsdun02.gat,0,0,0,0	monster	ºñ»aÃÇ	1042,20,0,0,0
orcsdun02.gat,0,0,0,0	monster	¬õ½¿½»	1111,20,0,0,0
orcsdun02.gat,0,0,0,0	monster	¨¸ÀeÃ~¤H	1152,50,0,0,0
orcsdun02.gat,0,0,0,0	monster	¯÷¿Õ§J	1177,50,0,0,0
orcsdun02.gat,0,0,0,0	monster	Ã~¤H¤}½b¤â	1189,5,1800000,900000,1
orcsdun02.gat,32,40,5,5	monster	¥Õ¯ó	1082,3,180000,90000,0
orcsdun02.gat,105,35,5,5	monster	¥Õ¯ó	1082,2,180000,90000,0
orcsdun02.gat,0,0,0,0	monster	¶ÂÛ£	1084,5,900000,450000,0

//´´´­ ¦a¤U B1F(pay_dun00.gat)
pay_dun00.gat,0,0,0,0	monster	§l¦å½¿½»	1005,15,0,0,0
pay_dun00.gat,0,0,0,0	monster	»G«Í	1015,20,0,0,0
pay_dun00.gat,0,0,0,0	monster	ªiªi§Q	1031,15,0,0,0
pay_dun00.gat,0,0,0,0	monster	¨¸Àe¾Ô¤h	1076,35,0,0,0
pay_dun00.gat,140,140,5,5	monster	¶ÂÛ£	1084,3,360000,180000,1
pay_dun00.gat,0,0,0,0	monster	¬õ¯ó	1078,15,300000,150000,0

//´´´­ ¦a¤U B2F(pay_dun01.gat)
pay_dun01.gat,0,0,0,0	monster	¨¸Àe¤}½b¤â	1016,30,0,0,0
pay_dun01.gat,0,0,0,0	monster	¨¸Àe¤h§L	1028,60,0,0,0
pay_dun01.gat,235,54,10,10	monster	¶ÂÛ£	1084,7,900000,450000,1
pay_dun01.gat,0,0,0,0	monster	¬õ½¿½»	1111,10,0,0,0
pay_dun01.gat,0,0,0,0	monster	ÂàÂà³J	1116,20,0,0,0
pay_dun01.gat,0,0,0,0	monster	¬õ¯ó	1078,10,300000,150000,0

//´´´­ ¦a¤U B3F(pay_dun02.gat)
pay_dun02.gat,0,0,0,0	monster	¨¸Àe¤}½b¤â	1016,20,0,0,0
pay_dun02.gat,0,0,0,0	monster	íL«Í	1026,40,0,0,0
pay_dun02.gat,0,0,0,0	monster	¨¸Àe¤h§L	1028,15,0,0,0
pay_dun02.gat,0,0,0,0	monster	ªiªi§Q	1031,10,0,0,0
pay_dun02.gat,107,190,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,108,191,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,109,192,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,109,193,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,110,190,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,110,194,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,111,191,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,112,192,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,113,193,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,113,194,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,116,190,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,116,196,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,116,199,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,116,205,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,117,191,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,117,197,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,117,200,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,117,206,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,118,192,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,118,198,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,118,201,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,118,207,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,119,196,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,119,199,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,119,205,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,120,194,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,120,200,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,120,203,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,121,200,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,122,197,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,122,200,0,0	monster	®ü¸ª	1068,1,180000,100000,1
pay_dun02.gat,214,266,0,0	monster	¬õ¯ó	1078,1,600000,300000,1
pay_dun02.gat,111,199,10,10	monster	¶ÂÛ£	1084,7,900000,450000,1
pay_dun02.gat,37,243,0,0	monster	¶ÂÛ£	1084,1,600000,300000,1
pay_dun02.gat,0,0,0,0	monster	¤E§Àª°	1180,1,3600000,1800000,1
pay_dun02.gat,0,0,0,0	monster	§¯¹D	1188,30,0,0,0
pay_dun02.gat,227,183,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,150000,0
pay_dun02.gat,228,183,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,150000,0
pay_dun02.gat,229,183,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,150000,0

//¦a¤U¼o±ó§ø¸¨(pay_dun03.gat)
pay_dun03.gat,126,131,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,126,132,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,126,133,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,126,134,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,126,135,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,179,130,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,179,131,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,179,132,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,179,133,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,179,134,0,0	monster	°ÒªûÃ¹Å]ªá	1020,1,300000,100000,1
pay_dun03.gat,0,0,0,0	monster	íL«Í	1026,3,0,0,0
pay_dun03.gat,57,65,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,58,69,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,59,64,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,60,68,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,62,67,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,63,70,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,64,66,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,66,63,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,66,65,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,66,73,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,67,69,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,67,71,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,68,64,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,68,72,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,69,68,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,71,64,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,71,67,0,0	monster	®ü¸ª	1068,1,180000,90000,1
pay_dun03.gat,228,61,0,0	monster	¬õ¯ó	1078,1,600000,300000,1
pay_dun03.gat,138,42,0,0	monster	ÂÅ¯ó	1079,1,600000,900000,1
pay_dun03.gat,120,186,0,0	monster	ºñ¯ó	1080,1,600000,300000,1
pay_dun03.gat,88,35,0,0	monster	¶À¯ó	1081,1,600000,300000,1
pay_dun03.gat,49,262,6,0	monster	¥Õ¯ó	1082,2,600000,300000,1
pay_dun03.gat,245,15,55,15	monster	¥Õ¯ó	1082,3,600000,300000,1
pay_dun03.gat,0,0,0,0	monster	°­¤k	1170,50,0,0,0
pay_dun03.gat,0,0,0,0	monster	¤E§Àª°	1180,2,0,0,0
pay_dun03.gat,154,112,0,0	monster	¥Õ«ÕÆF	1185,1,1800000,900000,1
pay_dun03.gat,161,117,0,0	monster	¥Õ«ÕÆF	1185,1,1800000,900000,1
pay_dun03.gat,81,61,0,0	monster	¥Õ«ÕÆF	1185,1,1800000,900000,1
pay_dun03.gat,84,63,0,0	monster	¥Õ«ÕÆF	1185,1,1800000,900000,1
pay_dun03.gat,89,147,0,0	monster	¥¨¤j¥Õ«ÕÆF	1186,1,3600000,1800000,1
pay_dun03.gat,0,0,0,0	monster	§¯¹D	1188,3,0,0,0
pay_dun03.gat,0,0,0,0	monster	±N­xÅ]¸O	1277,3,0,0,0
pay_dun03.gat,0,0,0,0	monster	¬õ¯ó	1078,15,600000,300000,0

//¦a¤U¼o±ó§ø¸¨(pay_dun04.gat)
pay_dun04.gat,0,0,0,0	monster	¨¸Àe¤}½b¤â	1016,15,0,0,0
pay_dun04.gat,196,207,10,10	monster	¥Õ¯ó	1082,2,600000,600000,1
pay_dun04.gat,25,108,10,4	monster	¥Õ¯ó	1082,2,600000,600000,1
pay_dun04.gat,120,10,120,10	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
pay_dun04.gat,25,108,0,0	monster	¥ú¨~¯ó	1083,1,1800000,900000,1
pay_dun04.gat,0,0,0,0	monster	¤g¤H	1110,40,0,0,0
pay_dun04.gat,0,0,0,0	monster	°­¤õ	1129,30,0,0,0
pay_dun04.gat,0,0,0,0	monster	¤ë©]¿ß	1150,1,3600000,1800000,1
pay_dun04.gat,0,0,0,0	monster	°­¤k	1170,5,0,0,0
pay_dun04.gat,0,0,0,0	monster	¤E§Àª°	1180,20,0,0,0
pay_dun04.gat,0,0,0,0	monster	±N­xÅ]¸O	1277,11,0,0,0
pay_dun04.gat,123,99,0,0	monster	±N­xÅ]¸O	1277,1,3600000,1800000,1
pay_dun04.gat,140,114,0,0	monster	±N­xÅ]¸O	1277,1,3600000,1800000,1
pay_dun04.gat,154,75,0,0	monster	±N­xÅ]¸O	1277,1,600000,300000,1
pay_dun04.gat,77,163,0,0	monster	±N­xÅ]¸O	1277,1,600000,300000,1
pay_dun04.gat,105,210,10,10	monster	¥Õ¯ó	1082,2,600000,600000,0
pay_dun04.gat,0,0,0,0	monster	¬õ¯ó	1078,10,600000,300000,0
pay_dun04.gat,0,0,0,0	monster	¨g¼É¤ë©]¿ß	1307,1,3600000,1800000,0
pay_dun04.gat,0,0,0,0	monster	¨¸Àe¾Ô¤hªø	1290,1,1800000,900000,0
pay_dun04.gat,0,0,0,0	monster	¨g¼É¤p¤g¤H	1301,1,1800000,900000,0

//°gÂÃ´ËªL(prt_maze01.gat)
prt_maze01.gat,179,20,21,21	monster	ªi§Q	1002,5,120000,40000,1
prt_maze01.gat,99,20,21,21	monster	ºñ´ÖÂÎ	1007,5,120000,40000,1
prt_maze01.gat,59,20,21,21	monster	ÂÎ¸º	1008,5,120000,40000,1
prt_maze01.gat,99,100,21,21	monster	»aÃÇ	1011,5,120000,40000,1
prt_maze01.gat,19,60,21,21	monster	¯T	1013,5,120000,40000,1
prt_maze01.gat,99,20,21,21	monster	§J·ç¦Ì	1018,1,120000,40000,1
prt_maze01.gat,59,60,21,21	monster	«C³D	1025,5,120000,40000,1
prt_maze01.gat,19,20,21,21	monster	ªiªi§Q	1031,5,120000,40000,1
prt_maze01.gat,19,100,21,21	monster	¨ª»aÃÇ	1035,3,120000,40000,1
prt_maze01.gat,99,140,21,21	monster	¶Â³D	1037,3,120000,40000,1
prt_maze01.gat,19,140,21,21	monster	ºñ»aÃÇ	1042,5,120000,40000,1
prt_maze01.gat,179,60,21,21	monster	½ÀÂÎ	1052,5,120000,40000,1
prt_maze01.gat,99,60,21,21	monster	»©¿ß	1056,5,120000,40000,1
prt_maze01.gat,59,140,21,21	monster	·È·ÈµU	1057,4,120000,40000,1
prt_maze01.gat,139,60,21,21	monster	¤j¸}ºµ	1060,5,120000,40000,1
prt_maze01.gat,139,20,21,21	monster	ºÆ¨ß	1063,5,120000,40000,1
prt_maze01.gat,179,100,21,21	monster	¦ã¦N¼Ú¸¼°G	1099,3,120000,40000,1
prt_maze01.gat,139,100,21,21	monster	¦ãµ·»jµï	1100,3,120000,40000,1
prt_maze01.gat,139,180,21,21	monster	¨ëç³ÂÎ	1103,5,120000,40000,1
prt_maze01.gat,179,180,21,21	monster	ªQ¹«	1104,5,120000,40000,1
prt_maze01.gat,99,180,21,21	monster	ÂyÃÇ	1114,5,120000,40000,1
prt_maze01.gat,59,100,21,21	monster	Áê§ÎÂÎ	1128,5,120000,40000,1
prt_maze01.gat,179,140,21,21	monster	Á®½¸	1139,3,120000,40000,1
prt_maze01.gat,59,180,21,21	monster	¤g¼·¹«	1145,5,120000,40000,1
prt_maze01.gat,19,21,180,21	monster	¤p³¥½Þ	1167,3,120000,40000,1
prt_maze01.gat,19,180,21,21	monster	³¥½Þ	1166,5,120000,40000,1
prt_maze01.gat,139,140,21,21	monster	¿]ÂÎ	1174,5,120000,40000,1
prt_maze01.gat,59,140,21,21	monster	¥©§JµU	1214,2,120000,40000,1
prt_maze01.gat,0,0,0,0	monster	¬y®ö¤§¯T	1092,1,3600000,1800000,0
prt_maze01.gat,0,0,0,0	monster	ÂÅ¯ó	1079,3,900000,450000,0
prt_maze01.gat,0,0,0,0	monster	¬õ¯ó	1078,5,300000,150000,0
prt_maze01.gat,0,0,0,0	monster	¶À¯ó	1081,2,600000,300000,0
prt_maze01.gat,0,0,0,0	monster	¥Õ¯ó	1082,3,600000,300000,0
prt_maze01.gat,0,0,0,0	monster	¥ú¨~¯ó	1083,2,1800000,900000,0
prt_maze01.gat,0,0,0,0	monster	¶ÂÛ£	1084,5,600000,300000,0
prt_maze01.gat,0,0,0,0	monster	¬õÛ£	1085,5,600000,300000,0

//°gÂÃ´ËªL(prt_maze02.gat)
prt_maze02.gat,0,0,0,0	monster	ªiªi§Q	1031,25,0,0,0
prt_maze02.gat,0,0,0,0	monster	¤j¸}ºµ	1060,5,0,0,0
prt_maze02.gat,0,0,0,0	monster	³·ºµ	1243,1,600000,300000,1
prt_maze02.gat,0,0,0,0	monster	¨g¼É¤j¸}ºµ	1306,1,1800000,900000,1

//°gÂÃ´ËªL(prt_maze03.gat)
prt_maze03.gat,0,0,0,0	monster	¨ª»aÃÇ	1035,30,0,0,0
prt_maze03.gat,0,0,0,0	monster	¶Â³D	1037,30,0,0,0
prt_maze03.gat,0,0,0,0	monster	¤Ú­·¯S	1039,1,7200000,3600000,1
prt_maze03.gat,0,0,0,0	monster	¬õ¯ó	1078,5,360000,180000,1
prt_maze03.gat,0,0,0,0	monster	ÂÅ¯ó	1079,3,180000,90000,1
prt_maze03.gat,0,0,0,0	monster	¶À¯ó	1081,3,180000,90000,1
prt_maze03.gat,0,0,0,0	monster	¥Õ¯ó	1082,3,180000,90000,1
prt_maze03.gat,0,0,0,0	monster	¥ú¨~¯ó	1083,1,360000,180000,1
prt_maze03.gat,0,0,0,0	monster	·nºu½ÀÂÎ	1088,1,1800000,900000,1
prt_maze03.gat,0,0,0,0	monster	ªi§Q¤§¤ý	1090,1,1800000,900000,1
prt_maze03.gat,0,0,0,0	monster	¬y®ö¤§¯T	1092,1,1800000,900000,1
prt_maze03.gat,0,0,0,0	monster	ºÆ¨ß¤§¤ý	1093,1,1800000,900000,1
prt_maze03.gat,0,0,0,0	monster	¤p¤Ú­·¯S	1101,25,0,0,0
prt_maze03.gat,0,0,0,0	monster	«ÕÆFªi§Q	1120,1,3600000,1800000,1
prt_maze03.gat,0,0,0,0	monster	Á®½¸	1139,30,0,0,0
prt_maze03.gat,0,0,0,0	monster	¦Ç´ËÆF	1215,20,0,0,0
prt_maze03.gat,0,0,0,0	monster	¨g¼ÉÁ®½¸	1294,1,0,0,0

//´¶¶©¼w©Ô ¦a¤U¤ô¹D B1F(prt_sewb1.gat)
prt_sewb1.gat,0,0,0,0	monster	§l¦å½¿½»	1005,20,0,0,0
prt_sewb1.gat,0,0,0,0	monster	µsÂÎ§Z	1048,90,0,0,0
prt_sewb1.gat,0,0,0,0	monster	µsÂÎ	1051,40,0,0,0
prt_sewb1.gat,0,0,0,0	monster	¥Õ¹«	1175,20,0,0,0

//´¶¶©¼w©Ô ¦a¤U¤ô¹D B2F(prt_sewb2.gat)
prt_sewb2.gat,0,0,0,0	monster	§l¦å½¿½»	1005,10,0,0,0
prt_sewb2.gat,0,0,0,0	monster	Å]Û£	1014,20,0,0,0
prt_sewb2.gat,0,0,0,0	monster	µsÂÎ§Z	1048,20,0,0,0
prt_sewb2.gat,0,0,0,0	monster	µsÂÎ	1051,70,0,0,0
prt_sewb2.gat,0,0,0,0	monster	¯B°ÇµsÂÎ	1053,10,0,0,0
prt_sewb2.gat,0,0,0,0	monster	º}¯BÂÎ	1161,30,0,0,0
prt_sewb2.gat,0,0,0,0	monster	¥Õ¹«	1175,60,0,0,0

//´¶¶©¼w©Ô ¦a¤U¤ô¹D B3F(prt_sewb3.gat)
prt_sewb3.gat,0,0,0,0	monster	µsÂÎ§Z	1048,10,0,0,0
prt_sewb3.gat,0,0,0,0	monster	µsÂÎ	1051,20,0,0,0
prt_sewb3.gat,0,0,0,0	monster	¯B°ÇµsÂÎ	1053,65,0,0,0
prt_sewb3.gat,0,0,0,0	monster	º¿°ÇµsÂÎ	1054,65,0,0,0
prt_sewb3.gat,0,0,0,0	monster	¬rÅ]Û£	1077,15,0,0,0
prt_sewb3.gat,0,0,0,0	monster	¥Õ¹«	1175,15,0,0,0

//´¶¶©¼w©Ô ¦a¤U¤ô¹D B4F(prt_sewb4.gat)
prt_sewb4.gat,0,0,0,0	monster	µsÂÎ§Z	1048,10,0,0,0
prt_sewb4.gat,0,0,0,0	monster	µsÂÎ	1051,20,0,0,0
prt_sewb4.gat,0,0,0,0	monster	¯B°ÇµsÂÎ	1053,20,0,0,0
prt_sewb4.gat,0,0,0,0	monster	º¿°ÇµsÂÎ	1054,70,0,0,0
prt_sewb4.gat,0,0,0,0	monster	¶Àª÷ÂÎ	1086,1,3600000,1800000,0
prt_sewb4.gat,0,0,0,0	monster	¬õ½¿½»	1111,20,0,0,0
prt_sewb4.gat,0,0,0,0	monster	ÂÅ¹«	1209,5,0,0,0

//¨I¨S¤§²î 1¼Ó(treasure01.gat)
treasure01.gat,107,39,15,15	monster	®ü¸ª	1068,1,180000,90000,1
treasure01.gat,150,162,5,5	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,158,40,0,0	monster	®ü¸ª	1068,1,307000,100000,1
treasure01.gat,158,41,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,158,42,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,158,43,0,0	monster	®ü¸ª	1068,1,305000,100000,1
treasure01.gat,158,44,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,158,45,0,0	monster	®ü¸ª	1068,1,302000,100000,1
treasure01.gat,158,62,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,158,63,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,159,40,0,0	monster	®ü¸ª	1068,1,290000,100000,1
treasure01.gat,159,41,0,0	monster	®ü¸ª	1068,1,306000,100000,1
treasure01.gat,159,42,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,159,43,0,0	monster	®ü¸ª	1068,1,318000,100000,1
treasure01.gat,159,44,0,0	monster	®ü¸ª	1068,1,312000,100000,1
treasure01.gat,159,45,0,0	monster	®ü¸ª	1068,1,285000,100000,1
treasure01.gat,159,62,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,159,63,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,162,70,0,0	monster	®ü¸ª	1068,1,314000,100000,1
treasure01.gat,162,71,0,0	monster	®ü¸ª	1068,1,273000,100000,1
treasure01.gat,163,141,5,5	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,163,151,5,5	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,163,161,5,5	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,163,70,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,163,71,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,164,70,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,164,71,0,0	monster	®ü¸ª	1068,1,305000,100000,1
treasure01.gat,165,70,0,0	monster	®ü¸ª	1068,1,293000,100000,1
treasure01.gat,165,71,0,0	monster	®ü¸ª	1068,1,307000,100000,1
treasure01.gat,168,40,0,0	monster	®ü¸ª	1068,1,322000,100000,1
treasure01.gat,168,41,0,0	monster	®ü¸ª	1068,1,290000,100000,1
treasure01.gat,168,42,0,0	monster	®ü¸ª	1068,1,306000,100000,1
treasure01.gat,168,43,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,168,44,0,0	monster	®ü¸ª	1068,1,314000,100000,1
treasure01.gat,168,45,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,169,40,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,169,41,0,0	monster	®ü¸ª	1068,1,313000,100000,1
treasure01.gat,169,42,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,169,43,0,0	monster	®ü¸ª	1068,1,305000,100000,1
treasure01.gat,169,44,0,0	monster	®ü¸ª	1068,1,302000,100000,1
treasure01.gat,169,45,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,48,160,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,48,161,0,0	monster	®ü¸ª	1068,1,316000,100000,1
treasure01.gat,49,160,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,49,161,0,0	monster	®ü¸ª	1068,1,310000,100000,1
treasure01.gat,50,160,0,0	monster	®ü¸ª	1068,1,301000,100000,1
treasure01.gat,50,161,0,0	monster	®ü¸ª	1068,1,308000,100000,1
treasure01.gat,51,160,0,0	monster	®ü¸ª	1068,1,270000,100000,1
treasure01.gat,51,161,0,0	monster	®ü¸ª	1068,1,314000,100000,1
treasure01.gat,61,182,0,0	monster	®ü¸ª	1068,1,313000,100000,1
treasure01.gat,67,160,0,0	monster	®ü¸ª	1068,1,293000,100000,1
treasure01.gat,67,161,0,0	monster	®ü¸ª	1068,1,263000,100000,1
treasure01.gat,68,160,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,68,161,0,0	monster	®ü¸ª	1068,1,317000,100000,1
treasure01.gat,68,66,13,11	monster	®ü¸ª	1068,4,180000,90000,1
treasure01.gat,69,160,0,0	monster	®ü¸ª	1068,1,290000,100000,1
treasure01.gat,69,161,0,0	monster	®ü¸ª	1068,1,305000,100000,1
treasure01.gat,70,160,0,0	monster	®ü¸ª	1068,1,306000,100000,1
treasure01.gat,70,161,0,0	monster	®ü¸ª	1068,1,302000,100000,1
treasure01.gat,75,182,0,0	monster	®ü¸ª	1068,1,269000,100000,1
treasure01.gat,86,160,0,0	monster	®ü¸ª	1068,1,310000,100000,1
treasure01.gat,86,161,0,0	monster	®ü¸ª	1068,1,285000,100000,1
treasure01.gat,87,160,0,0	monster	®ü¸ª	1068,1,268000,100000,1
treasure01.gat,87,161,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,88,160,0,0	monster	®ü¸ª	1068,1,296000,100000,1
treasure01.gat,88,161,0,0	monster	®ü¸ª	1068,1,281000,100000,1
treasure01.gat,89,160,0,0	monster	®ü¸ª	1068,1,305000,100000,1
treasure01.gat,89,161,0,0	monster	®ü¸ª	1068,1,300000,100000,1
treasure01.gat,0,0,0,0	monster	®w§J¹p	1070,15,0,0,1
treasure01.gat,21,165,5,9	monster	®w§J¹p	1070,5,300000,150000,1
treasure01.gat,106,111,9,9	monster	¨¸Àe®üµs	1071,9,180000,90000,1
treasure01.gat,150,162,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,160,60,27,19	monster	¨¸Àe®üµs	1071,8,300000,100000,1
treasure01.gat,163,141,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,163,151,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,163,161,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,34,112,17,11	monster	¨¸Àe®üµs	1071,5,180000,90000,1
treasure01.gat,58,165,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,69,165,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,79,165,5,5	monster	¨¸Àe®üµs	1071,3,300000,100000,1
treasure01.gat,107,39,15,15	monster	¬rÅ]Û£	1077,3,180000,90000,1
treasure01.gat,29,38,15,15	monster	¬rÅ]Û£	1077,3,180000,90000,1
treasure01.gat,54,154,11,9	monster	¬rÅ]Û£	1077,3,100000,100000,1
treasure01.gat,82,154,11,9	monster	¬rÅ]Û£	1077,3,100000,100000,1
treasure01.gat,163,60,30,25	monster	¥Õ«ÕÆF	1179,5,300000,100000,1
treasure01.gat,168,59,0,0	monster	¨¸Àe®ö¤H	1208,1,1800000,900000,0
treasure01.gat,162,58,0,0	monster	±ö¯Ç®ü¸ª	1216,1,0,0,0
treasure01.gat,155,140,50,50	monster	¥Õ«ÕÆF	1179,3,300000,100000,0
